slang_words,formal_words,word_index
mutusin,memutuskan,m
muuuu,mu,m
na,nya,n
naaaa,nya,n
naaaaahh,nah,n
naaaak,nak,n
naaahhh,nah,n
naek,naik,n
nafass,nafas,n
nafkahin,menafkahi,n
naggung,menanggung,n
nagiss,menangis,n
nahan,menahan,n
nahannnn,tahan,n
nahh,nah,n
nahhh,nah,n
najiss,najis,n
naka,nakal,n
naksir,menaksir,n
nakutin,menakutkan,n
"nama""",nama-nama,n
nama'in,namai,n
nama.a,namanya,n
namain,menamai,n
namany,namanya,n
namax,namanya,n
nambah,menambah,n
nambahh,bertambah,n
namnya,namanya,n
nampak,menampak,n
nampar,menampar,n
nanget,banget,n
nanggepin,menanggapi,n
nangiiiiis,menangis,n
nangiiis,menangis,n
nangiis,menangis,n
"nangis""",menangis-nangis,n
nangiss,menangis,n
nangisss,menangis,n
nantangin,menantang,n
nantii,nanti,n
nantiii,nanti,n
nantik,nanti,n
napsuu,napsu,n
nari,menari,n
narik,menarik,n
nasehatin,menasihati,n
natap,menatap,n
naturalllll,natural,n
nawarin,menawari,n
ncek,encek,n
nd,indak,n
ndukung,mendukung,n
nee,ini,n
negri,negeri,n
neh,nih,n
neko2,neko-neko,n
nempel,menempel,n
nemuin,menemukan,n
"nenek""",nenek-nenek,n
nenek2,nenek-nenek,n
nengok,menengok,n
nentuin,menentukan,n
nerawang,menerawang,n
nerima,menerima,n
nerusin,meneruskan,n
netaas,menetas,n
netes,menetes,n
nga,enggak,n
ngaca,mengaca,n
ngacaaa,mengaca,n
ngaco,mengaco,n
ngadain,mengadakan,n
ngademin,mengademkan,n
ngadu,mengadu,n
ngajak,mengajak,n
ngajar,mengajar,n
ngajarin,mengajari,n
ngaji,mengaji,n
ngajuin,mengajukan,n
ngak,enggak,n
ngakaaaakkk,mengakak,n
ngakakkk,mengakak,n
"ngaku""",mengaku-ngaku,n
ngalah,mengalah,n
ngalahin,mengalahkan,n
ngalir,mengalir,n
ngalirrrrr,mengalir,n
ngamatin,mengamati,n
ngambekan,ambekan,n
ngambeknya,mengambeknya,n
nganbek,mengambek,n
nganggepin,menanggapi,n
ngantar,mengantar,n
nganteng,ganteng,n
nganterin,mengantarkan,n
ngapasih,mengapa sih,n
ngapus,menghapus,n
ngarang,mengarang,n
ngarep,mengharap,n
ngareppppp,mengharap,n
ngarsipin,mengarsipkan,n
ngasi,mengasih,n
ngasih2,mengasih-ngasih,n
ngata2in,mengata-ngatai,n
ngatai,mengatai,n
ngatain,mengatai,n
ngatur,mengatur,n
ngayal,mengkhayal,n
ngcpin,mengucapkan,n
ngebala,bala,n
ngebales,membalas,n
ngebantu,membantu,n
ngebedain,membedakan,n
ngebela,membela,n
ngebelain,membela,n
ngebenci,membenci,n
ngebiarin,membiarkan,n
ngebolehin,membolehkan,n
ngebuktiin,membuktikan,n
ngecek,mengecek,n
nged,banget,n
ngeditnya,mengeditnya,n
ngedukung,mendukung,n
ngefans,fan,n
ngegampar,menggampar,n
ngegantiin,menggantikan,n
ngegemesin,menggemaskan,n
ngegmesin,menggemaskan,n
ngehakimi,menghakimi,n
ngehancurin,menghancurkan,n
ngehina,menghina,n
ngehujat,menghujat,n
ngeidealin,mengidealkan,n
ngejatuhin,manjatuhkan,n
ngejelek,menjelekkan,n
ngejelek2in,menjelek-jelekkan,n
ngejilat,menjilat,n
ngejuangin,memperjuangkan,n
ngekeh,kekeh,n
ngekek,mengekek,n
ngelahirin,melahirkan,n
ngelakuin,melakukan,n
ngelaporin,melaporkan,n
ngelarang,melarang,n
ngelawak,melawak,n
ngelawan,melawan,n
ngelewati,melewati,n
ngeliatin,melihati,n
ngeliatnya,melihatnya,n
ngelihat,melihat,n
ngelihatnya,melihatnya,n
ngeluarin,mengeluarkan,n
ngelucu,melucu,n
ngembali,kembali,n
ngepake',memakai,n
ngepoin,mengepoi,n
ngerampas,merampas,n
ngerasa,merasa,n
ngerasain,merasai,n
ngerayain,merayakan,n
ngerebut,merebut,n
"ngerebut""",merebut-rebut,n
ngerendahin,merendahkan,n
ngerespon,merespons,n
ngeri2,ngeri-ngeri,n
ngerii,ngeri,n
ngeriiiiii,ngeri,n
ngerrrriiii,ngeri,n
ngertii,mengerti,n
ngertiin,mengerti,n
ngerussak,merusak,n
ngeselin,mengesalkan,n
nget,banget,n
ngetik,mengetik,n
ngets,banget,n
ngetsz,banget,n
ngettt,banget,n
ngeuh,engah,n
ngfans,fan,n
ngg,enggak,n
nggali,menggali,n
nggeh,engah,n
ngggk,enggak,n
nggk,enggak,n
ngidam,mengidam,n
ngikutin,mengikuti,n
ngilang,menghilang,n
ngilangin,menghilangkan,n
ngilerrrr,mengiler,n
ngimpi,mimpi,n
ngingetin,mengingatkan,n
nginjek,menginjak,n
ngintilin,mengintil,n
ngintip,mengintip,n
ngiriii,mengiri,n
ngirim,mengirim,n
ngiringan,mengiringi,n
ngiritya,mengiritnya,n
ngitem,menghitam,n
ngk,enggak,n
ngkkkkkk,mengakak,n
ngmgin,mengomongkan,n
ngmngin,mengomongkan,n
ngmngnya,mengomongnya,n
ngobrol,mengobrol,n
ngoceh,mengoceh,n
ngocok,mengocok,n
ngolokin,mengolok,n
ngom,mengomong,n
ngomen,mengomentari,n
ngomenin,mengomentari,n
ngomentarin,mengomentari,n
ngomentnya,mengomentarinya,n
ngomng,mengomong,n
ngomomg,mengomong,n
"ngomong""",ngomong-ngomong,n
ngomongnya,mengomongnya,n
ngorbanin,mengorbankan,n
ngp,mengapa,n
ngrasain,merasai,n
ngrebut,merebut,n
ngri,negeri,n
ngriii,mengiri,n
ngrti,mengerti,n
ngrusak,merusak,n
ngrusin,mengurusi,n
ngtain,mengatai,n
ngtif,negatif,n
nguburin,menguburkan,n
ngucapin,mengucapkan,n
ngulangin,mengulangi,n
ngumbar,mengumbar,n
ngumbar2,mengumbar-umbar,n
ngumpat2,mengumpat-ngumpat,n
"ngumpet""",mengumpet-ngumpet,n
ngumung,mengomong,n
ngungkit2,mengungkit-ungkit,n
ngurusan,mengurusi,n
ngurusin,mengurusi,n
nh,nih,n
nha,nya,n
nich,nih,n
nih2,nih-nih,n
nihh,nih,n
nihhh,nih,n
nii,ini,n
niih,nih,n
niihh,nih,n
niiih,nih,n
niiihh,nih,n
niiiihh,nih,n
nikaah,nikah,n
nikahin,menikahi,n
nikmatin,menikmati,n
nilai2,nilai-nilai,n
nimpuk,menimpuk,n
ninggalin,meninggalkan,n
ninggiin,meninggikan,n
niru,meniru,n
niyyyyhhhh,nih,n
njay,anjay,n
njayyy,anjay,n
njerr,anjir,n
njiirr,anjir,n
njir,anjir,n
njirr,anjir,n
njirrr,anjir,n
njrittt,anjir,n
nm,nama,n
nmbah,bertambah,n
nmbk,menembak,n
nmnya,namanya,n
nmpk,nampak,n
nnt,nanti,n
nnti,nanti,n
nnton,menonton,n
nolongin,menolong,n
nonton,menonton,n
nontonnnn,menonton,n
nontonny,menontonnya,n
nontonx,menontonnya,n
nontonya,menontonnya,n
nontoonnn,menonton,n
novembr,november,n
nraktir,mentraktir,n
nrka,neraka,n
nt,nanti,n
ntab,mantab,n
ntaf,mantap,n
ntah,entah,n
ntap,mantap,n
ntappp,mantap,n
ntapsss,mantap,n
nti,nanti,n
ntik,cantik,n
ntikk,cantik,n
nton,menonton,n
ntr,entar,n
nuduh,menuduh,n
nulis,menulis,n
nunduk,menunduk,n
nunggu,menunggu,n
nungguin,menunggu,n
nuntut,menuntut,n
nusuk,menusuk,n
"nutup""in",menutup-nutupi,n
ny,nya,n
nyaa,nya,n
nyaaa,nya,n
nyaaaa,nya,n
nyaaaaaaa,nya,n
nyaaaaaaaaa,nya,n
nyaaaaaaaaaaaaa,nya,n
nyadar,menyadar,n
nyah,nya,n
nyakitin,menyakiti,n
nyalahin,menyalahkan,n
nyamain,menyamakan,n
nyambet,menyambat,n
nyambung,menyambung,n
nyambungin,menyambung,n
nyampah,menyampah,n
nyampe,sampai,n
nyampein,menyampaikan,n
nyampenya,sampainya,n
nyangka,menyangka,n
nyangkaa,menyangka,n
nyangkutnya,menyangkutnya,n
nyanyiin,menyanyikan,n
nyaranin,menyarankan,n
nyaru,menyaru,n
nyatakan,menyatakan,n
nyatok,mencatok,n
nyebelin,menyebalkan,n
nyebur,mencebur,n
nyebut2,menyebut-nyebut,n
nyebutin,menyebutkan,n
nyelesain,menyelesaikan,n
nyempetin,menyempatkan,n
nyender,menyandar,n
nyenengin,menyenangkan,n
nyengir,menyengir,n
nyeniii,menyeni,n
nyeplak,menjiplak,n
nyerocooooos,mencerocos,n
nyerocos,mencerocos,n
nyesek,menyesak,n
nyesel,menyesal,n
nyesell,menyesal,n
nyet,monyet,n
nyia2in,menyia-nyiakan,n
nyimak,menyimak,n
nyimpen,menyimpan,n
nyindir,menyindir,n
nyindirin,menyindir,n
nyinyirin,nyinyir,n
nyir2,nyinyir,n
nyo,nya,n
nyoba,mencoba,n
nyobain,mencoba,n
nyolong,mencolong,n
nyolot,menyolot,n
nyolotinnnn,menyolot,n
nyta,nyata,n
nyubit,mencubit,n
nyubitt,mencubit,n
nyupir,menyopir,n
nyusahhin,menyusahkan,n
nyusahin,menyusahkan,n
nyusul,menyusul,n
oalaaaa,walah,o
ohh,oh,o
ohhhh,oh,o
oles2,oles-oles,o
oma2,oma-oma,o
omaaaaaaakk,oma,o
omdo,omong doang,o
omongin,omongkan,o
ongkiir,ongkir,o
ongkirr,ongkir,o
ono,sono,o
onoh,sono,o
ooh,oh,o
oom,om,o
oooh,oh,o
oplas,operasi plastik,o
oprasi,operasi,o
oprasiya,operasinya,o
or,orang,o
orabg,orang,o
"orang""",orang-orang,o
"orang""nya",orang-orangnya,o
orang2,orang-orang,o
orangg,orang,o
org,orang,o
orgny,orangnya,o
orgtuanya,orang tuanya,o
ori,orisinal,o
orlaen,orang lain,o
orng,orang,o
orrunya,orang tuanya,o
ortuny,orang tuanya,o
ortunya,orang tuanya,o
otot2,otot-otot,o
owalaah,walah,o
owh,oh,o
pa,apa,p
pa2,apa-apa,p
paaak,pak,p
paati,pasti,p
pacara,pacaran,p
pacarane,pacarannya,p
pacaranya,pacarannya,p
pacarn,pacaran,p
pacarnyaa,pacarnya,p
pacarr,pacar,p
pacarrr,pacar,p
padahall,padahal,p
padahl,padahal,p
padet,padat,p
padetan,padatan,p
padhe,pakde,p
padhl,padahal,p
pahalax,pahalanya,p
pahamin,memahami,p
pait,pahit,p
pakek,pakai,p
pakke,pakai,p
paksain,memaksa,p
palgi,apalagi,p
palinf,paling,p
palingann,palingan,p
pan,kapan,p
pandanginya,memandanginya,p
panggilan'y,panggilannya,p
panggilan'ya,panggilannya,p
panglingg,pangling,p
pankapan,kapan-kapan,p
pans,fan,p
pantes,pantas,p
pantess,pantas,p
papahhhnya,papahnya,p
papiii,papi,p
para2,parah-parah,p
paraa,para,p
paraaah,parah,p
paraah,parah,p
parahh,parah,p
paripurnahh,paripurna,p
parsis,persis,p
pas2an,pas-pasan,p
pasangn,pasangan,p
"pasien""nya",pasien-pasiennya,p
pass,pas,p
passs,pas,p
past,pasti,p
pastii,pasti,p
payahh,payah,p
pcar,pacar,p
pcaran,pacaran,p
pcaranya,pacarannya,p
pcarny,pacarnya,p
pcran,pacaran,p
pcrn,pacaran,p
pcrnya,pacarnya,p
pda,pada,p
pdahal,padahal,p
pdhal,padahal,p
pdhall,padahal,p
pdhl,padahal,p
pdng,padang,p
pecahhg,pecah,p
pedes,pedas,p
pedesssss,pedas,p
peduliin,mempedulikan,p
pedulilaaaah,pedulilah,p
peen,pengin,p
peengn,pengin,p
pegang2,pegang-pegang,p
pegangin,memegang,p
pelastik,plastik,p
peleotin,meleot,p
peliharaaaa,pelihara,p
pelwak,pelawak,p
pemainy,pemainnya,p
pen,pengin,p
penasaraaann,penasaran,p
penasarannnn,penasaran,p
penasarn,penasaran,p
penbelian,pembelian,p
pengalam,pengalaman,p
pengan,pengin,p
penganten,pengantin,p
pengeeenn,pengin,p
pengen,pengin,p
pengenn,pengin,p
pengennn,pengin,p
pengennnn,pengin,p
penghrgaan,penghargaan,p
pengikuy,pengikut,p
pengn,pengin,p
pengrusak,perusak,p
pensaran,penasaran,p
pentass,pentas,p
pentingg,penting,p
penyakitny,penyakitnya,p
penyanyi2,penyanyi-penyanyi,p
penyebab2,penyebab-penyebab,p
peragain,peragakan,p
perasaanny,perasaannya,p
perbaikin,memperbaiki,p
perbulannn,perbulan,p
percya,percaya,p
perhatiam,perhatian,p
perilakuny,perilakunya,p
perjabatt,pejabat,p
permasalhkan,permasalahkan,p
perna,pernah,p
pernikahn,pernikahan,p
personill,personil,p
pertamany,pertamanya,p
pertma,pertama,p
perubut,perebut,p
pesen,pesan,p
petinggi2,petinggi-petinggi,p
pg,pagi,p
pgen,pengin,p
pgi,pagi,p
pgin,pengin,p
pgn,pengin,p
pgnnya,penginnya,p
piiiilih,pilih,p
piiink,pink,p
"pikir""",pikir-pikir,p
pilihannny,pilihannya,p
pilihnmu,pilihanmu,p
pilm,film,p
pingin,pengin,p
pinginnn,pengin,p
pinkkkk,pink,p
pinter,pintar,p
pintr,pintar,p
pipi'y,pipinya,p
pipine,pipinya,p
pipinyaaa,pipinya,p
pjang,pajang,p
pjg,panjang,p
pkai,pakai,p
pke,pakai,p
pkee,pakai,p
pkek,pakai,p
pkk,pakai,p
pkoknya,pokoknya,p
pkoknyaa,pokoknya,p
pkrin,pikirkan,p
pla,pula,p
plampiasannn,pelampiasan,p
pling,paling,p
pljaran,pelajaran,p
pljrn,pelajaran,p
plsa,pulsa,p
pluk,peluk,p
pmbantu,pembantu,p
pmbelajaran,pembelajaran,p
pmbyran,pembayaran,p
pndah,pindah,p
pndang,pandang,p
pndapat,pendapat,p
pngen,pengin,p
pngenn,pengin,p
pngn,pengin,p
pnjang,panjang,p
pnjerumus,penjerumus,p
pnjng,panjang,p
pnjual,penjual,p
pnting,penting,p
pnuh,penuh,p
pny,punya,p
pnya,punya,p
pnyaa,punya,p
poko,pokok,p
pokok'a,pokoknya,p
pokonya,pokoknya,p
polll,pol,p
pollll,pol,p
ponakn,ponakan,p
poollll,pol,p
poool,pol,p
poooolllll,pol,p
positippp,positif,p
ppa,papa,p
praktekin,mempraktikkan,p
prasaan,perasaan,p
prawatan,perawatan,p
prcuma,percuma,p
prcy,percaya,p
prcya,percaya,p
prempuan,perempuan,p
prh,parah,p
prhatian,perhatian,p
prinadi,pribadi,p
prjuangan,perjuangan,p
prlu,perlu,p
prmpuan,perempuan,p
prnah,pernah,p
prodac,produk,p
prodak,produk,p
prodaknya,produknya,p
promil,program hamil,p
promoo,promo,p
protestin,protestan,p
prsatukn,persatukan,p
prtamax,pertamanya,p
prwatn,perawatan,p
prwtn,perawatan,p
ps,pas,p
psangan,pasangan,p
psgn,pasangan,p
pu,punya,p
pucing,pusing,p
pukulin,pukuli,p
pulaa,pula,p
pulak,pula,p
punn,pun,p
punyaaa,punya,p
pura2,pura-pura,p
pusingggg,pusing,p
putihh,putih,p
putihnyaa,putihnya,p
px,punya,p
py,punya,p
pyudara,payudara,p
q,ku,q
qaqaaaa,kakak,q
qm,kamu,q
qo,kok,q
qta,kita,q
qu,ku,q
rajin2,rajin-rajin,r
rame2,rame-rame,r
rana,ranah,r
rapih,rapi,r
rasaiin,rasai,r
rasain,rasai,r
rasakn,rasakan,r
rata2,rata-rata,r
rb,ribu,r
recomendasinya,rekomendasinya,r
recommendasi,rekomendasi,r
redho,ridho,r
rekomendain,rekomendasikan,r
rekomendasiiin,merekomendasikan,r
rekomendasiin,merekomendasikan,r
rekomndd,rekomendasi,r
relaaaa,rela,r
remang2,remang-remang,r
repong,repot,r
repot2,repot-repot,r
rezeqinya,rezekinya,r
rezki,rezeki,r
ributin,meributkan,r
rinduuuuuuu,rindu,r
rinduuuuuuuuu,rindu,r
rinduuuuuuuuuu,rindu,r
rmbt,rambut,r
rmbut,rambut,r
rmbutnya,rambutnya,r
rmbuut,rambut,r
romantisny,romatisnya,r
romantiss,romantis,r
romantiz,romantis,r
romntis,romantis,r
rpt2,repot-repot,r
rumh,rumah,r
rumpiin,rumpi,r
rupa2nya,rupa-rupanya,r
rusakkk,rusak,r
s,si,s
s'lalu,selalu,s
s*inetr*n,sinetron,s
s3ndiri,sendiri,s
saat2,saat-saat,s
saayyyyy,say,s
sabaarrr,sabar,s
sabal,sabar,s
sabaro,sabar,s
sabarrr,sabar,s
sabarrrrr,sabar,s
sadis2,sadis-sadis,s
sahabatt,sahabat,s
salaam,salam,s
salahin,salahkan,s
salammmm,salam,s
salehah,salihah,s
salfok,salah fokus,s
salluutt,salut,s
saltummmm,salah kostum,s
sam,sama,s
"sama""",sama-sama,s
sama2,sama-sama,s
samaa,sama,s
samaaaa,sama,s
samara,sakinah mawadah rahman,s
samoga,semoga,s
sampai2,sampai-sampai,s
sampein,sampaikan,s
sampek,sampai,s
sampis,sampah habis,s
sampw,sampai,s
sangaaattt,sangat,s
sangat2,sangat-sangat,s
sangattt,sangat,s
sanggat,sangat,s
sangt,sangat,s
santab,santap,s
sapa2,sapa-sapa,s
saranin,menyarankan,s
sasama,sesama,s
satupunn,satupun,s
satuu,satu,s
satuuuuu,satu,s
saudra,saudara,s
say,sayang,s
saya2,saya-saya,s
sayaa,saya,s
sayaang,sayang,s
sayangg'',sayang-sayang,s
sayanggg,sayang,s
sayangggq,sayangku,s
sayangkuh,sayangku,s
sayangkuuuuu,sayangku,s
sayangx,sayangnya,s
sayy,sayang,s
sayyy,say,s
sbagai,sebagai,s
sbaiknya,sebaiknya,s
sbbrnya,sebenarnya,s
sbbyak,sebanyak,s
sbelah,sebelah,s
sbelum,sebelum,s
sbenernya,sebenarnya,s
sbg,sebagai,s
sbgai,sebagai,s
sbhabat,sahabat,s
sblah,sebelah,s
sblh,sebelah,s
sblm,sebelum,s
sblmny,sebelumnya,s
sblmnya,sebelumnya,s
sblum,sebelum,s
sbnarnya,sebenarnya,s
sbnyak,sebanyak,s
sbr,sabar,s
sbuah,sebuah,s
sby,surabaya,s
scpatny,secepatnya,s
scra,secara,s
sdah,sudah,s
sdg,sedang,s
sdh,sudah,s
sdkit,sedikit,s
sdkit2,sedikit-sedikit,s
sdri,sendiri,s
seandainy,seandainya,s
"sebaik""",sebaik-baik,s
sebelum2nya,sebelum-sebelumnya,s
sebelumbya,sebelumnya,s
sebenernya,sebenarnya,s
sebnyak,sebanyak,s
"seburuk""",seburuk-buruk,s
seburuk2,seburuk-buruk,s
sedangkn,sedangkan,s
sedihh,sedih,s
sedihhh,sedih,s
sedikitlaahh,sedikitlah,s
see,sih,s
seeeemua,semua,s
seeh,sih,s
seehh,sih,s
"segala""ny",segala-galanya,s
segala2nya,segala-galanya,s
seger,segar,s
segerr,segar,s
segerrrr,segar,s
segitunya,sebegitunya,s
segtu,sebegitu,s
seh,sih,s
seharusny,seharusnya,s
sehat2,sehat-sehat,s
sehh,sih,s
seindonesiyah,seindonesia,s
sekaeang,sekarang,s
sekali2,sekali-kali,s
sekalii,sekali,s
sekaliiii,sekali,s
sekaliiiii,sekali,s
sekangen2,sekangen-kangen,s
sekarng,sekarang,s
seklian,sekalian,s
sekolahin,sekolahkan,s
sekrang,sekarang,s
sekrng,sekarang,s
seksii,seksi,s
selaloe,selalu,s
selaluu,selalu,s
sellow,selow,s
selmat,selamat,s
selmnya,selamanya,s
selmt,selamat,s
seluru,seluruh,s
semangaatt,semangat,s
semangaatttt,semangat,s
semangatt,semangat,s
semangattt,semangat,s
sembuhin,menyembuhkan,s
"sembunyi""""",sembunyi-sembunyi,s
semngat,semangat,s
semogaa,semoga,s
sempurnaa,sempurna,s
sempurnaaaaa,sempurna,s
semuaaa,semua,s
semuannyaaa,semuanya,s
semuanyaa,semuanya,s
semuanyaaaa,semuanya,s
senang2,senang-senang,s
senangat,semangat,s
sendeng,senang,s
sendirii,sendiri,s
sendirinnya,sendirinya,s
sendirinyya,sendirinya,s
sendirir,sendiri,s
sendri,sendiri,s
seneeeeeng,senang,s
seneng,senang,s
senengg,senang,s
senenggg,senang,s
senengin,senangi,s
senyumin,senyumi,s
senyumna,senyumnya,s
seorg,seorang,s
serasiii,serasi,s
serem,seram,s
"serem""",seram-seram,s
serem2,seram-seram,s
sering2,sering-sering,s
seru2,seru-seru,s
seru2an,seru-seruan,s
seruu,seru,s
seruuu,seru,s
sesatt,sesat,s
sesekk,sesak,s
setabil,stabil,s
setelur2nya,setelur-telurnya,s
seterong,setrong,s
setju,setuju,s
setujuuu,setuju,s
setujuuuu,setuju,s
sewain,menyewa,s
sexi,seksi,s
sexi2,seksi-seksi,s
sexxi,seksi,s
sey,sih,s
sgampang,segampang,s
sgla,segala,s
sgtu,sebegitu,s
sgtu'y,sebegitunya,s
shaaaay,say,s
shaay,say,s
shabat,sahabat,s
sharusnya,seharusnya,s
shat,sehat,s
shay,say,s
shayy,say,s
shayyy,say,s
shbat,sahabat,s
shbt,sahabat,s
sholihah,salihah,s
si,sih,s
sia2kan,sia-siakan,s
siapa2,siapa-siapa,s
siapaa,siapa,s
siapayahh,siapa ya,s
siappa,siapa,s
sibukx,sibuknya,s
sich,sih,s
sichh,sih,s
sichhhhhhhhhh,sih,s
sie,sih,s
sihat,sehat,s
sihh,sih,s
sihhh,sih,s
sihhhh,sih,s
sii,sih,s
siih,sih,s
siihh,sih,s
siihhh,sih,s
siiih,sih,s
siiihh,sih,s
siiihhh,sih,s
siiiiiiippppppppp,sip,s
siip,sip,s
siipp,sip,s
siippp,sip,s
"sikap""",sikap-sikap,s
silahkan,silakan,s
silahkn,silakan,s
silauuu,silau,s
silsturahmi,silaturahmi,s
simpen,simpan,s
sinet,sinetron,s
sintron,sinetron,s
sipiit,sipit,s
sipp,sip,s
siriik,sirik,s
sirikk,sirik,s
sisain,menyisakan,s
sista2,sista-sista,s
sitayngin,ditayangkan,s
sja,saja,s
sjk,sejak,s
sk,suka,s
ska,suka,s
skali,sekali,s
skali2,sekali-kali,s
skaligus,sekaligus,s
skalii,sekali,s
skarang,sekarang,s
skedar,sekadar,s
skg,sekarang,s
skit,sakit,s
skitar,sekitar,s
skli,sekali,s
sklinyaa,sekalinya,s
skluarga,sekeluarga,s
skolah,sekolah,s
skr,sekarang,s
skrang,sekarang,s
skrg,sekarang,s
skrng,sekarang,s
skrngnya,sekarangnya,s
skrnh,sekarang,s
sktika,seketika,s
sktlrang,sekarang,s
slah,salah,s
slahkan,salahkan,s
slalu,selalu,s
slaluuuuu,selalu,s
slam,salam,s
slama,selama,s
slamat,selamat,s
slamet,selamat,s
slamt,selamat,s
slh,salah,s
slhkan,salahkan,s
sling,saling,s
sllu,selalu,s
slm,salam,s
slmat,selamat,s
slmnya,salamnya,s
slmt,selamat,s
slmttt,selamat,s
slw,selow,s
sm,sama,s
sm2,sama-sama,s
sma2,sama-sama,s
smakin,semakin,s
smangat,semangat,s
smbil,sambil,s
smentara,sementara,s
smg,semoga,s
smga,semoga,s
smgaa,semoga,s
smkin,semakin,s
smnagatin,menyemangati,s
smngat,semangat,s
smnjak,semenjak,s
smog,semoga,s
smoga,semoga,s
smogaaa,semoga,s
smp,sampai,s
smpai,sampai,s
smpe,sampai,s
smrg,semarang,s
smster,semester,s
smua,semua,s
smuaaa,semua,s
smulla,semula,s
smvk,sempak,s
sna,sana,s
sndr,sendiri,s
sndri,sendiri,s
sneng,senang,s
sngaja,sengaja,s
sngt,sangat,s
so,sok,s
soal'y,soalnya,s
soalx,soalnya,s
soga,moga,s
sok2,sok-sok,s
sok2an,sok-sokan,s
sokk,sok,s
sp,siapa,s
sperti,seperti,s
spertinya,sepertinya,s
sprt,seperti,s
spti,seperti,s
srng,sering,s
srpti,seperti,s
srruu,seru,s
srta,serta,s
ssorg,seseorang,s
sstu,sesuatu,s
staf2nya,staf-stafnya,s
stagahhhh,astaga,s
statusx,statusnya,s
steess,stres,s
stidaknya,setidaknya,s
stimpal,setimpal,s
stju,setuju,s
stp,setiap,s
stress,stres,s
sttus,status,s
stu,satu,s
stuju,setuju,s
suami'y,suaminya,s
suamiii,suami,s
suamiiiii,suami,s
suaminga,suaminya,s
suaminy,suaminya,s
suaranyaa,suaranya,s
suaranyaaaaaa,suaranya,s
suaraynyaa,suaranya,s
suarranya,suaranya,s
subahanallah,subhanallah,s
subhanaallahh,subhanallah,s
subhanallahhh,subhanallah,s
subhanalloh,subhanallah,s
subhannallah,subhanallah,s
subhnallah,subhanallah,s
suces,sukses,s
sucses,sukses,s
sud,sudah,s
suda,sudah,s
sudab,sudah,s
sudh,sudah,s
suerrr,suer,s
suipit,sipit,s
suka.a,sukanya,s
suka2,suka-suka,s
sukaa,suka,s
sukaaa,suka,s
sukaaaa,suka,s
sukaaaaaa,suka,s
sukaaak,suka,s
sukak,suka,s
sukakkk,suka,s
sukam,suka,s
sukkaa,suka,s
suko,suka,s
sukse,sukses,s
suksea,sukses,s
suksess,sukses,s
sukur2,sukur-sukur,s
sumai,suami,s
sumpahh,sumpah,s
sumpeh,sumpah,s
sumvahh,sumpah,s
sunah2,sunah-sunah,s
sunggu,sungguh,s
sungguh2,sungguh-sungguh,s
supeer,super,s
surgaa,surga,s
suru,suruh,s
sweger,segar,s
swmntara,sementara,s
sya,saya,s
syang,sayang,s
syantiek,cantik,s
syantiiiiikkkkkkkkkkkk,cantik,s
syantik,cantik,s
syediih,sedih,s
syediiihhh,sedih,s
syekaliii,sekali,s
sygkuu,sayangku,s
"syirik""",syirik-syirik,s
syng,sayang,s
syngnya,sayangnya,s
synk,sayang,s
sypa,siapa,s
syratnya,syaratnya,s
syukaaakkk,suka,s
taek,tahi,t
taekk,tahi,t
tah,teh,t
tahannn,tahan,t
"tahun""",tahun-tahun,t
tahun2,tahun-tahun,t
tai,tahi,t
taiiii,tahi,t
takuttt,takut,t
takuuuuut,takut,t
tambahh,tambah,t
tambahim,tambahkan,t
tambahin,tambahkan,t
tambh,tambah,t
tampialannya,tampilannya,t
tamvann,tampan,t
tanda2nya,tanda-tandanya,t
tanggung2,tanggung-tanggung,t
tangkep,tangkap,t
"tante""",tante-tante,t
tante2,tante-tante,t
tantee,tante,t
tanteny,tantenya,t
tanya2,tanya-tanya,t
tanyain,tanyakan,t
tanyang,tayang,t
taon,tahun,t
tap8,tapi,t
tapii,tapi,t
tapo,tapi,t
tappi,tapi,t
tau2,tau-tau,t
tauu,tau,t
tauuu,tau,t
tauuuu,tau,t
tauuuuu,tau,t
taux,taunya,t
tay,tahi,t
tayik,tahi,t
taz,atas,t
tbuh,tubuh,t
tdak,tidak,t
tdnya,tadinya,t
tdr,tidur,t
tdung,tudung,t
tdur,tidur,t
tebel,tebal,t
tebir,ribet,t
"tebir""",ribet-ribet,t
tegaar,tegar,t
teguran2,teguran-teguran,t
tehh,teh,t
tehhh,teh,t
tehhhh,teh,t
telaatt,telat,t
telefisi,televisi,t
telimakacih,terima kasih,t
"teman""ny",teman-temannya,t
teman2,teman-teman,t
tembemmm,tembem,t
tembokk,tembok,t
"temen""",teman-teman,t
temen-temen,teman-teman,t
temenan,berteman,t
temenkuuh,temanku,t
temenn,teman,t
temennya,temannya,t
tempat2,tempat-tempat,t
tempt,tempat,t
tengah2,tengah-tengah,t
tengaj,tengah,t
tenggah,tengah,t
tenny,tenang,t
tentanh,tentang,t
terangkhn,terangkan,t
terbaeeeek,terbaik,t
terbaeq,terbaik,t
terbaiiikkkkk,terbaik,t
terbaikkk,terbaik,t
terburu2,terburu-buru,t
terhaaru,terharu,t
terharuuu,terharu,t
terharuuuu,terharu,t
terimaksih,terima kasih,t
teringt,teringat,t
terjrumus,terjerumus,t
terkenall,terkenal,t
termiribkan,termiripkan,t
termuraaahhhh,termurah,t
termurahhh,termurah,t
termurahhhh,termurah,t
ternodain,ternodai,t
ternyataa,ternyata,t
